ident,type,name,municipality,latitude,longitude,region,takeoffs,landings,total,count_destinations
KK52,small_airport,Cpt Ben Smith Airfield - Monroe City Airport,Monroe City, 39.634399,-91.726997,USA,61,83,144,10
KK57,small_airport,Gould Peterson Municipal Airport,Tarkio, 40.44580078,-95.3628006,USA,8,14,22,5
KK59,small_airport,Amelia Earhart Airport,Atchison, 39.570499420166016,-95.1802978515625,USA,24,26,50,18
KK62,small_airport,Gene Snyder Airport,Falmouth, 38.70420074,-84.39160156,USA,91,845,936,31
KK77,small_airport,Freedom Municipal Airport,Freedom, 36.75849914550781,-99.10199737548828,USA,0,1,1,0
KK81,small_airport,Miami County Airport,Paola, 38.54059982299805,-94.92050170898438,USA,36,46,82,20
KK83,small_airport,Sabetha Municipal Airport,Sabetha, 39.90420150756836,-95.77940368652344,USA,3,4,7,3
KK89,small_airport,Macon Fower Memorial Airport,Macon, 39.72869873046875,-92.4645004272461,USA,0,2,2,0
KKIC,small_airport,Mesa Del Rey Airport,King City, 36.2280006409,-121.122001648,USA,0,13,13,0
KKLS,medium_airport,Southwest Washington Regional Airport,Kelso, 46.11800003049999,-122.898002625,USA,9,44,53,7
KL00,small_airport,Rosamond Skypark Airport,Rosamond, 34.87080001831055,-118.20899963378906,USA,0,30,30,0
KL04,small_airport,Holtville Airport,Holtville, 32.840301513671875,-115.26699829101562,USA,32,47,79,20
KL05,small_airport,Kern Valley Airport,Kernville, 35.72829818725586,-118.41999816894531,USA,0,14,14,0
KL08,small_airport,Borrego Valley Airport,Borrego Springs, 33.2589988708,-116.320999146,USA,31,152,183,18
KL17,small_airport,Taft Kern County Airport,Taft, 35.1411018371582,-119.44100189208984,USA,7,22,29,3
KL19,small_airport,Wasco Kern County Airport,Wasco, 35.61970138549805,-119.35399627685547,USA,76,163,239,43
KL22,small_airport,Yucca Valley Airport,Yucca Valley, 34.12779998779297,-116.40799713134766,USA,12,102,114,6
KL26,small_airport,Hesperia Airport,Hesperia, 34.377201080322266,-117.31600189208984,USA,303,296,599,40
KL35,small_airport,Big Bear City Airport,Big Bear, 34.2638015747,-116.856002808,USA,508,429,937,83
KL45,small_airport,Bakersfield Municipal Airport,Bakersfield, 35.32479858,-118.9960022,USA,23,3,26,15
KL62,small_airport,Elk Hills Buttonwillow Airport,Buttonwillow, 35.352699279785156,-119.47899627685547,USA,35,60,95,10
KL64,small_airport,Desert Center Airport,Desert Center, 33.747609,-115.325117,USA,6,61,67,5
KL65,small_airport,Perris Valley Airport,Perris, 33.76089859008789,-117.21800231933594,USA,625,699,1324,23
KL70,small_airport,Agua Dulce Airpark,Agua Dulce, 34.504199981689,-118.31300354004,USA,356,491,847,43
KL73,small_airport,Poso Kern County Airport,Famoso, 35.59659957885742,-119.12799835205078,USA,213,267,480,80
KL77,small_airport,Chiriaco Summit Airport,Chiriaco Summit, 33.664729,-115.710819,USA,17,43,60,13
KL84,closed,Lost Hills Kern County Airport,Lost Hills, 35.6236,-119.685997,USA,12,10,22,10
KL88,small_airport,New Cuyama Airport,New Cuyama, 34.9375,-119.68800354003906,USA,6,23,29,6
KL94,small_airport,Mountain Valley Airport,Tehachapi, 35.10110092163086,-118.4229965209961,USA,5,40,45,4
KLAF,medium_airport,Purdue University Airport,Lafayette, 40.41230010986328,-86.93689727783203,USA,4459,4450,8909,353
KLAL,medium_airport,Lakeland Linder International Airport,Lakeland, 27.988899,-82.018602,USA,1649,861,2510,316
KLAM,small_airport,Los Alamos Airport,Los Alamos, 35.8797988892,-106.268997192,USA,196,199,395,27
KLAN,medium_airport,Capital City Airport,Lansing, 42.77870178222656,-84.58740234375,USA,73,9,82,18
KLAR,medium_airport,Laramie Regional Airport,Laramie, 41.31209945678711,-105.67500305175781,USA,71,103,174,31
KLAS,large_airport,McCarran International Airport,Las Vegas, 36.08010101,-115.1520004,USA,32011,30624,62635,766
KLAW,medium_airport,Lawton Fort Sill Regional Airport,Lawton, 34.5676994324,-98.4166030884,USA,50,7,57,17
KLAX,large_airport,Los Angeles International Airport,Los Angeles, 33.942501,-118.407997,USA,32652,30900,63552,569
KLBE,medium_airport,Arnold Palmer Regional Airport,Latrobe, 40.27590179,-79.40480042,USA,727,335,1062,268
KLBO,small_airport,Floyd W. Jones Lebanon Airport,Lebanon, 37.64830017,-92.65239716,USA,0,1,1,0
KLBT,medium_airport,Lumberton Regional Airport,Lumberton, 34.6099014282,-79.05940246579999,USA,73,92,165,34
KLCG,small_airport,Wayne Municipal Airport,Wayne, 42.24190139770508,-96.98139953613281,USA,31,37,68,23
KLCI,small_airport,Laconia Municipal Airport,Laconia, 43.5727005005,-71.4188995361,USA,1301,981,2282,259
KLCK,large_airport,Rickenbacker International Airport,Columbus, 39.813801,-82.927803,USA,852,762,1614,206
KLCQ,small_airport,Lake City Gateway Airport,Lake City, 30.1819992065,-82.57689666750001,USA,16,58,74,13
KLDJ,small_airport,Linden Airport,Linden, 40.617401123,-74.2445983887,USA,1200,2701,3901,239
KLDM,small_airport,Mason County Airport,Ludington, 43.96250153,-86.40789795,USA,123,73,196,60
KLEB,medium_airport,Lebanon Municipal Airport,Lebanon, 43.626098632799994,-72.30419921880001,USA,948,655,1603,255
KLEE,medium_airport,Leesburg International Airport,Leesburg, 28.82309914,-81.80870056,USA,1029,864,1893,266
KLEW,small_airport,Auburn Lewiston Municipal Airport,Auburn/Lewiston, 44.048500061,-70.2835006714,USA,0,5,5,0
KLEX,large_airport,Blue Grass Airport,Lexington, 38.0364990234375,-84.60590362548828,USA,56,53,109,31
KLFI,large_airport,Langley Air Force Base,Hampton, 37.082901001,-76.360496521,USA,60,127,187,21
KLGA,large_airport,La Guardia Airport,New York, 40.777199,-73.872597,USA,13129,12697,25826,429
KLGB,medium_airport,Long Beach /Daugherty Field/ Airport,Long Beach, 33.81769943,-118.1520004,USA,7037,6927,13964,317
KLGC,small_airport,LaGrange Callaway Airport,Lagrange, 33.0089,-85.072601,USA,5,11,16,5
KLGF,small_airport,Laguna Army Airfield,Yuma Proving Ground(Yuma), 32.86000061,-114.3970032,USA,9,30,39,4
KLGU,medium_airport,Logan-Cache Airport,Logan, 41.7911987305,-111.851997375,USA,2925,2763,5688,74
KLHB,small_airport,Hearne Municipal Airport,Hearne, 30.87179946899414,-96.62220001220703,USA,0,2,2,0
KLHM,small_airport,Lincoln Regional Karl Harder Field,Lincoln, 38.90919876098633,-121.35099792480469,USA,950,924,1874,171
KLHQ,small_airport,Fairfield County Airport,Lancaster, 39.75559997558594,-82.65709686279297,USA,688,670,1358,114
KLHV,small_airport,William T. Piper Memorial Airport,Lock Haven, 41.13560104,-77.42230225,USA,5,17,22,5
KLHW,small_airport,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Fort Stewart(Hinesville), 31.889099,-81.562303,USA,1,6,7,1
KLHZ,small_airport,Triangle North Executive Airport,Louisburg, 36.0233,-78.330299,USA,312,232,544,68
KLIC,small_airport,Limon Municipal Airport,Limon, 39.274799346900004,-103.666000366,USA,0,3,3,0
KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,Little Rock, 34.729400634799994,-92.2242965698,USA,467,104,571,109
KLJF,small_airport,Litchfield Municipal Airport,Litchfield, 45.09709930419922,-94.5073013305664,USA,40,54,94,17
KLKP,small_airport,Lake Placid Airport,Lake Placid, 44.2644996643,-73.96189880370001,USA,128,123,251,74
KLKR,small_airport,Lancaster County-Mc Whirter Field,Lancaster, 34.72290039,-80.854599,USA,6,22,28,6
KLKU,small_airport,Louisa County Airport/Freeman Field,Louisa, 38.00979996,-77.9701004,USA,129,91,220,72
KLLQ,medium_airport,Monticello Municipal Ellis Field,Monticello, 33.6385994,-91.75099945,USA,0,2,2,0
KLLR,small_airport,Little River Airport,Little River, 39.262001037597656,-123.75399780273438,USA,9,4,13,9
KLMO,small_airport,Vance Brand Airport,Longmont, 40.1637001,-105.163002,USA,1571,1537,3108,129
KLNA,small_airport,Palm Beach County Park Airport,West Palm Beach, 26.59300041,-80.08509827,USA,256,183,439,68
KLNC,small_airport,Lancaster Airport,Lancaster, 32.579200744628906,-96.71900177001953,USA,501,509,1010,140
KLNK,medium_airport,Lincoln Airport,Lincoln, 40.85100173950195,-96.75920104980469,USA,2407,1642,4049,434
KLNL,small_airport,Kings Land O' Lakes Airport,Land O' Lakes, 46.15399933,-89.21209717,USA,5,7,12,4
KLNN,small_airport,Lake County Executive Airport,Willoughby, 41.683998,-81.389702,USA,28,15,43,24
KLNP,small_airport,Lonesome Pine Airport,Wise, 36.9874992371,-82.5299987793,USA,0,3,3,0
KLNR,small_airport,Tri-County Regional Airport,Lone Rock, 43.2117004395,-90.181602478,USA,146,144,290,68
KLNS,medium_airport,Lancaster Airport,Lancaster, 40.121700286865234,-76.29609680175781,USA,2972,2687,5659,486
KLOM,small_airport,Wings Field,Philadelphia, 40.1375007629,-75.2650985718,USA,1665,1629,3294,358
KLOT,small_airport,Lewis University Airport,Chicago/Romeoville, 41.6072998,-88.09619904,USA,2209,2142,4351,353
KLOU,medium_airport,Bowman Field,Louisville, 38.2280006409,-85.6636962891,USA,3401,3080,6481,407
KLOZ,medium_airport,London-Corbin Airport/Magee Field,London, 37.0821990967,-84.08489990230001,USA,10,24,34,10
KLPC,small_airport,Lompoc Airport,Lompoc, 34.665599823,-120.468002319,USA,165,234,399,23
KLPR,small_airport,Lorain County Regional Airport,Lorain/Elyria, 41.34429932,-82.17759705,USA,0,1,1,0
KLQK,small_airport,Pickens County Airport,Pickens, 34.8100013733,-82.70290374759999,USA,490,473,963,148
KLRF,medium_airport,Little Rock Air Force Base,Jacksonville, 34.916900634799994,-92.14969635010002,USA,2,3,5,2
KLRG,small_airport,Lincoln Regional Airport,Lincoln, 45.36220169067383,-68.53469848632812,USA,0,1,1,0
KLRJ,small_airport,Le Mars Municipal Airport,Le Mars, 42.77799988,-96.1937027,USA,0,1,1,0
KLRO,small_airport,Mt Pleasant Regional-Faison field,Mount Pleasant, 32.89780045,-79.78289795,USA,396,319,715,148
KLRY,small_airport,Lawrence Smith Memorial Airport,Harrisonville, 38.611000061035156,-94.34210205078125,USA,17,13,30,13
KLSE,medium_airport,La Crosse Municipal Airport,La Crosse, 43.879002,-91.256699,USA,221,135,356,80
KLSF,medium_airport,Lawson Army Air Field (Fort Benning),Fort Benning(Columbus), 32.337299346900004,-84.9913024902,USA,0,5,5,0
KLSN,small_airport,Los Banos Municipal Airport,Los Banos, 37.06290054,-120.8690033,USA,88,57,145,52
KLSV,medium_airport,Nellis Air Force Base,Las Vegas, 36.2361984253,-115.033996582,USA,129,135,264,45
KLTS,large_airport,Altus Air Force Base,Altus, 34.667098999,-99.2667007446,USA,16,18,34,9
KLUD,small_airport,Decatur Municipal Airport,Decatur, 33.254601,-97.580597,USA,83,84,167,40
KLUF,large_airport,Luke Air Force Base,Glendale, 33.534999847399995,-112.383003235,USA,82,82,164,11
KLUG,small_airport,Ellington Airport,Lewisburg, 35.50699996948242,-86.80390167236328,USA,12,24,36,8
KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,Cincinnati, 39.10329819,-84.41860199,USA,3335,2993,6328,765
KLUM,small_airport,Menomonie Municipal Score Field,Menomonie, 44.89229965209961,-91.8678970336914,USA,0,1,1,0
KLUX,small_airport,Laurens County Airport,Laurens, 34.50709915161133,-81.94719696044922,USA,7,37,44,7
KLVJ,small_airport,Pearland Regional Airport,Houston, 29.521299362182617,-95.24210357666016,USA,209,196,405,61
KLVK,small_airport,Livermore Municipal Airport,Livermore, 37.6934013367,-121.819999695,USA,3142,2610,5752,276
KLVL,small_airport,Brunswick Municipal Airport,Lawrenceville, 36.7728,-77.794296,USA,23,36,59,19
KLVN,small_airport,Airlake Airport,Minneapolis, 44.627899169921875,-93.22810363769531,USA,684,696,1380,129
KLVS,medium_airport,Las Vegas Municipal Airport,Las Vegas, 35.6542015076,-105.141998291,USA,0,1,1,0
KLWA,small_airport,South Haven Area Regional Airport,South Haven, 42.351200103759766,-86.25569915771484,USA,79,60,139,54
KLWC,small_airport,Lawrence Municipal Airport,Lawrence, 39.01119995,-95.21659851,USA,419,335,754,132
KLWM,medium_airport,Lawrence Municipal Airport,Lawrence, 42.717201232899995,-71.1233978271,USA,1178,1157,2335,225
KLWV,small_airport,Lawrenceville Vincennes International Airport,Lawrenceville, 38.7643013,-87.6054992676,USA,4,8,12,4
KLXL,small_airport,Little Falls-Morrison County-Lindbergh field,Little Falls, 45.9496994,-94.34739685,USA,114,116,230,49
KLXN,small_airport,Jim Kelly Field,Lexington, 40.791000366199995,-99.7772979736,USA,0,1,1,0
KLXT,small_airport,Lee's Summit Municipal Airport,Lee's Summit, 38.95970154,-94.37139893,USA,194,185,379,124
KLXV,small_airport,Lake County Airport,Leadville, 39.220298767100005,-106.317001343,USA,0,2,2,0
KLXY,small_airport,Mexia Limestone County Airport,Mexia, 31.639799118041992,-96.51470184326172,USA,54,133,187,34
KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,Lynchburg, 37.326698303222656,-79.20040130615234,USA,1,0,1,1
KLYV,small_airport,Quentin Aanenson Field,Luverne, 43.621200561523,-96.215797424316,USA,27,199,226,5
KLZD,small_airport,Danielson Airport,Danielson, 41.819698333740234,-71.9010009765625,USA,51,67,118,28
KLZU,small_airport,Gwinnett County Briscoe Field,Lawrenceville, 33.97809982,-83.96240234,USA,2397,1576,3973,465
KLZZ,small_airport,Lampasas Airport,Lampasas, 31.106199264526367,-98.1958999633789,USA,53,53,106,37
KM02,small_airport,Dickson Municipal Airport,Dickson, 36.12799835205078,-87.42980194091797,USA,3,11,14,3
KM11,small_airport,Copiah County Airport,Crystal Springs, 31.90290069580078,-90.36869812011719,USA,0,2,2,0
KM15,small_airport,James Tucker Airport,Linden, 35.595798,-87.876701,USA,0,2,2,0
KM16,small_airport,John Bell Williams Airport,Raymond, 32.30329895,-90.40850067,USA,28,18,46,22
KM17,small_airport,Bolivar Municipal Airport,Bolivar, 37.596099853515625,-93.34770202636719,USA,34,47,81,6
KM18,small_airport,Hope Municipal Airport,Hope, 33.72010040283203,-93.65879821777344,USA,0,12,12,0
KM21,small_airport,Muhlenberg County Airport,Greenville, 37.226200103759766,-87.15640258789062,USA,1,0,1,1
KM22,small_airport,Bill Pugh Field,Russellville, 34.445301,-87.711304,USA,49,53,102,36
KM24,small_airport,Dean Griffin Memorial Airport,Wiggins, 30.84320068359375,-89.15979766845703,USA,0,13,13,0
KM27,small_airport,Waldron Municipal Airport,Waldron, 34.875999450683594,-94.10929870605469,USA,3,10,13,2
KM29,small_airport,Hassell Field,Clifton, 35.385101318359375,-87.96749877929688,USA,1,18,19,1
KM30,small_airport,Metropolis Municipal Airport,Metropolis, 37.1859016418457,-88.75060272216797,USA,0,2,2,0
KM32,small_airport,Lake Village Municipal Airport,Lake Village, 33.34600067138672,-91.3156967163086,USA,0,15,15,0
KM33,small_airport,Sumner County Regional Airport,Gallatin, 36.375076,-86.408414,USA,395,435,830,83
KM36,small_airport,Frank Federer Memorial Airport,Brinkley, 34.88029861450195,-91.17639923095703,USA,1,4,5,1
KM37,small_airport,Ruleville Drew Airport,Drew, 33.77640151977539,-90.5250015258789,USA,13,23,36,7
KM45,small_airport,Alpine County Airport,Markleeville, 38.734699249268,-119.76699829102,USA,10,45,55,10
KM54,small_airport,Lebanon Municipal Airport,Lebanon, 36.19039917,-86.31569672,USA,501,384,885,139
KM55,small_airport,Lamar County Airport,Vernon, 33.84669876098633,-88.1155014038086,USA,3,1,4,2
KM59,small_airport,Richton Perry County Airport,Richton, 31.317399978637695,-88.93499755859375,USA,0,4,4,0
KM71,small_airport,Greensfield Airport,Moscow Mills, 38.901798248291016,-90.96029663085938,USA,18,13,31,11
KM73,small_airport,Almyra Municipal Airport,Almyra, 34.41230010986328,-91.46630096435547,USA,1,32,33,1
KM77,small_airport,Howard County Airport,Nashville, 33.996700286865234,-93.83809661865234,USA,9,17,26,7
KM78,small_airport,Malvern Municipal Airport,Malvern, 34.33330154418945,-92.7614974975586,USA,59,65,124,27
KM89,small_airport,Dexter B Florence Memorial Field,Arkadelphia, 34.0998001099,-93.0661010742,USA,121,99,220,28
KM90,small_airport,William Robert Johnston Municipal Airport,Mendota, 36.7585983276,-120.371002197,USA,22,43,65,13
KM91,small_airport,Springfield Robertson County Airport,Springfield, 36.53720093,-86.92060089,USA,15,33,48,10
KM94,small_airport,Desert Aire Regional Airport,Mattawa, 46.687401,-119.920998,USA,15,42,57,9
KM99,closed,Saline County/Watts Field,Benton, 34.556599,-92.606903,USA,84,322,406,34
KMAC,small_airport,Macon Downtown Airport,Macon, 32.82210159,-83.56199646,USA,44,137,181,36
KMAE,small_airport,Madera Municipal Airport,Madera, 36.9886016846,-120.111999512,USA,398,324,722,103
KMAI,small_airport,Marianna Municipal Airport,Marianna, 30.837799072265625,-85.18190002441406,USA,45,57,102,24
KMAL,small_airport,Malone Dufort Airport,Malone, 44.85369873046875,-74.32890319824219,USA,37,36,73,21
KMAO,small_airport,Marion County Airport,Marion, 34.18119812011719,-79.33470153808594,USA,1,13,14,1
KMBL,small_airport,Manistee Co Blacker Airport,Manistee, 44.2723999,-86.24690247,USA,342,409,751,80
KMBO,small_airport,Bruce Campbell Field,Madison, 32.438702,-90.103104,USA,283,244,527,84
KMBS,large_airport,MBS International Airport,Saginaw, 43.532901763916016,-84.07959747314453,USA,9,7,16,7
KMBT,small_airport,Murfreesboro Municipal Airport,Murfreesboro, 35.87749863,-86.37750244,USA,116,171,287,59
KMBY,small_airport,Omar N Bradley Airport,Moberly, 39.463901519800004,-92.4270019531,USA,0,1,1,0
KMCC,medium_airport,Mc Clellan Airfield,Sacramento, 38.66759872,-121.401001,USA,2300,2112,4412,280
KMCE,medium_airport,Merced Regional Macready Field,Merced, 37.28469849,-120.5139999,USA,280,180,460,78
KMCF,large_airport,Mac Dill Air Force Base,Tampa, 27.84930038,-82.52120209,USA,2890,5132,8022,274
KMCI,large_airport,Kansas City International Airport,Kansas City, 39.2976,-94.713898,USA,5238,3452,8690,229
KMCN,medium_airport,Middle Georgia Regional Airport,Macon, 32.69279861450195,-83.64920043945312,USA,50,42,92,36
KMCO,large_airport,Orlando International Airport,Orlando, 28.429399490356445,-81.30899810791016,USA,22415,20596,43011,609
KMCW,medium_airport,Mason City Municipal Airport,Mason City, 43.157798767100005,-93.3312988281,USA,375,303,678,121
KMCX,small_airport,White County Airport,Monticello, 40.70880126953125,-86.76679992675781,USA,210,179,389,77
KMCZ,small_airport,Martin County Airport,Williamston, 35.86220169067383,-77.1781997680664,USA,88,135,223,47
KMDF,small_airport,Mooreland Municipal Airport,Mooreland, 36.484798431396484,-99.19419860839844,USA,0,15,15,0
KMDH,medium_airport,Southern Illinois Airport,Carbondale/Murphysboro, 37.778099060058594,-89.25199890136719,USA,1,10,11,1
KMDQ,small_airport,Madison County Executive Airport-Tom Sharp Jr Field,Huntsville, 34.8614006,-86.55750275,USA,940,865,1805,195
KMDS,small_airport,Madison Municipal Airport,Madison, 44.01599884,-97.08589935,USA,64,43,107,34
KMDT,medium_airport,Harrisburg International Airport,Harrisburg, 40.1935005188,-76.7633972168,USA,2470,2421,4891,338
KMDW,large_airport,Chicago Midway International Airport,Chicago, 41.785999,-87.752403,USA,13581,13316,26897,875
KMDZ,small_airport,Taylor County Airport,Medford, 45.10100174,-90.30329895,USA,12,29,41,11
KMEB,small_airport,Laurinburg Maxton Airport,Maxton, 34.791901,-79.365799,USA,116,149,265,28
KMEM,large_airport,Memphis International Airport,Memphis, 35.04240036010742,-89.97669982910156,USA,0,2,2,0
KMER,medium_airport,Castle Airport,Merced, 37.38050079,-120.5680008,USA,384,323,707,97
KMEV,small_airport,Minden-Tahoe Airport,Minden, 39.00030136,-119.7509995,USA,1,13,14,1
KMEY,small_airport,James G. Whiting Memorial Field,Mapleton, 42.17829895019531,-95.7936019897461,USA,11,79,90,8
KMEZ,small_airport,Mena Intermountain Municipal Airport,Mena, 34.545399,-94.202698,USA,56,64,120,41
KMFD,medium_airport,Mansfield Lahm Regional Airport,Mansfield, 40.82139968869999,-82.5166015625,USA,34,22,56,32
KMFI,small_airport,Marshfield Municipal Airport,Marshfield, 44.6369018555,-90.18930053710001,USA,87,60,147,58
KMFR,medium_airport,Rogue Valley International Medford Airport,Medford, 42.37419891357422,-122.87300109863281,USA,65,71,136,35
KMFV,small_airport,Accomack County Airport,Melfa, 37.646900177,-75.761100769,USA,11,9,20,10
KMGC,small_airport,Michigan City Municipal Airport,Michigan City, 41.703300476100004,-86.8211975098,USA,25,44,69,19
KMGE,large_airport,Dobbins Air Reserve Base,Marietta, 33.91540146,-84.51629639,USA,208,174,382,92
KMGG,small_airport,Maple Lake Municipal Airport,Maple Lake, 45.236000061035156,-93.98560333251953,USA,90,95,185,44
KMGJ,small_airport,Orange County Airport,Montgomery, 41.50999832,-74.26460266,USA,913,867,1780,179
KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,Montgomery, 32.30059814,-86.39399719,USA,0,1,1,0
KMGW,medium_airport,Morgantown Municipal Walter L. Bill Hart Field,Morgantown, 39.64289856,-79.91629791,USA,359,286,645,106
KMGY,small_airport,Dayton-Wright Brothers Airport,Dayton, 39.5890007019,-84.224899292,USA,1193,1175,2368,304
KMHE,small_airport,Mitchell Municipal Airport,Mitchell, 43.774799346900004,-98.03859710690001,USA,231,207,438,72
KMHL,small_airport,Marshall Memorial Municipal Airport,Marshall, 39.0957984924,-93.20290374759999,USA,0,1,1,0
KMHR,medium_airport,Sacramento Mather Airport,Sacramento, 38.55390167,-121.2979965,USA,1984,1806,3790,260
KMHT,large_airport,Manchester-Boston Regional Airport,Manchester, 42.932598,-71.435699,USA,2370,2235,4605,282
KMIA,large_airport,Miami International Airport,Miami, 25.79319953918457,-80.29060363769531,USA,20135,18927,39062,611
KMIC,small_airport,Crystal Airport,Minneapolis, 45.0620002746582,-93.35389709472656,USA,1566,1473,3039,193
KMIE,medium_airport,Delaware County Johnson Field,Muncie, 40.2422981262207,-85.3958969116211,USA,281,109,390,159
KMIO,small_airport,Miami Regional Airport,Miami, 36.909199,-94.887497,USA,5,12,17,5
KMIT,small_airport,Shafter Airport - Minter Field,Shafter, 35.507401,-119.192002,USA,462,156,618,118
KMIV,medium_airport,Millville Municipal Airport,Millville, 39.367802,-75.072197,USA,538,583,1121,142
KMIW,small_airport,Marshalltown Municipal Airport,Marshalltown, 42.112701416015625,-92.91780090332031,USA,13,17,30,12
KMJQ,small_airport,Jackson Municipal Airport,Jackson, 43.650001525878906,-94.98650360107422,USA,3,10,13,3
KMJX,small_airport,Ocean County Airport,Toms River, 39.92750168,-74.29239655,USA,1103,1135,2238,182
KMKA,small_airport,Miller Municipal Airport,Miller, 44.52519989013672,-98.95809936523438,USA,19,86,105,11
KMKC,medium_airport,Charles B. Wheeler Downtown Airport,Kansas City, 39.123199462890625,-94.5927963256836,USA,2869,2463,5332,633
KMKE,large_airport,General Mitchell International Airport,Milwaukee, 42.947200775146484,-87.89659881591797,USA,6218,5893,12111,567
KMKG,medium_airport,Muskegon County Airport,Muskegon, 43.169498,-86.238197,USA,302,187,489,127
KMKJ,small_airport,Mountain Empire Airport,Marion/Wytheville, 36.894901275634766,-81.34989929199219,USA,2,15,17,2
KMKO,small_airport,Muskogee-Davis Regional Airport,Muskogee, 35.656502,-95.366699,USA,94,151,245,48
KMKS,small_airport,Berkeley County Airport,Moncks Corner, 33.18550109863281,-80.03630065917969,USA,116,118,234,38
KMKT,small_airport,Mankato Regional Airport,Mankato, 44.22159958,-93.91870117,USA,11,6,17,9
KMKY,small_airport,Marco Island Executive Airport,Marco Island, 25.995001,-81.672501,USA,490,453,943,221
KMLB,medium_airport,Melbourne International Airport,Melbourne, 28.102800369262695,-80.64530181884766,USA,4507,4108,8615,348
KMLC,medium_airport,Mc Alester Regional Airport,Mc Alester, 34.882401,-95.783501,USA,0,1,1,0
KMLD,small_airport,Malad City Airport,Malad City, 42.16659927368164,-112.2969970703125,USA,137,243,380,18
KMLE,small_airport,Millard Airport,Omaha, 41.19599914550781,-96.11199951171875,USA,1703,1588,3291,209
KMLF,small_airport,Milford Municipal-Ben and Judy Briscoe Field,Milford, 38.42660141,-113.012001,USA,26,110,136,7
KMLI,large_airport,Quad City International Airport,Moline, 41.44850158691406,-90.50749969482422,USA,881,719,1600,204
KMLJ,small_airport,Baldwin County Regional Airport,Milledgeville, 33.154202,-83.240701,USA,4,46,50,3
KMMH,small_airport,Mammoth Yosemite Airport,Mammoth Lakes, 37.62409973,-118.8379974,USA,0,36,36,0
KMMI,small_airport,McMinn County Airport,Athens, 35.39730072,-84.56259918,USA,210,209,419,98
KMMK,small_airport,Meriden Markham Municipal Airport,Meriden, 41.50870132446289,-72.82949829101562,USA,304,361,665,71
KMML,small_airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,Marshall, 44.45050049,-95.82189941,USA,0,1,1,0
KMMS,small_airport,Selfs Airport,Marks, 34.2314987183,-90.28959655759999,USA,30,48,78,24
KMMT,medium_airport,Mc Entire Joint National Guard Base,Eastover, 33.92079926,-80.80130005,USA,3,0,3,2
KMMU,medium_airport,Morristown Municipal Airport,Morristown, 40.799400329589844,-74.41490173339844,USA,3552,3378,6930,616
KMMV,medium_airport,Mc Minnville Municipal Airport,Mc Minnville, 45.19440079,-123.1360016,USA,602,561,1163,156
KMNI,small_airport,Santee Cooper Regional Airport,Manning, 33.587100982666016,-80.20870208740234,USA,11,19,30,8
KMNM,small_airport,Menominee Regional Airport,Menominee, 45.126701,-87.638397,USA,40,45,85,33
KMNN,small_airport,Marion Municipal Airport,Marion, 40.6161994934,-83.06349945070001,USA,133,142,275,56
KMNV,small_airport,Monroe County Airport,Madisonville, 35.5453987121582,-84.38020324707031,USA,280,244,524,100
KMNZ,small_airport,Hamilton Municipal Airport,Hamilton, 31.6658992767334,-98.14859771728516,USA,9,26,35,8
KMO1,small_airport,Richland Municipal Airport,Richland, 37.875,-92.40850067138672,USA,0,1,1,0
KMO3,small_airport,Stockton Municipal Airport,Stockton, 37.660301208496094,-93.81680297851562,USA,0,4,4,0
KMO6,small_airport,Washington Regional Airport,Washington, 38.587601,-90.993797,USA,176,169,345,52
KMOB,large_airport,Mobile Regional Airport,Mobile, 30.691200256348,-88.242797851562,USA,959,625,1584,139
KMOD,medium_airport,Modesto City Co-Harry Sham Field,Modesto, 37.62580109,-120.9540024,USA,1295,1215,2510,233
KMOP,small_airport,Mount Pleasant Municipal Airport,Mount Pleasant, 43.621700286865234,-84.73750305175781,USA,2,6,8,2
KMOR,small_airport,Moore Murrell Airport,Morristown, 36.17940139770508,-83.37550354003906,USA,428,385,813,125
KMPG,small_airport,Marshall County Airport,Moundsville, 39.88079833984375,-80.73580169677734,USA,0,4,4,0
KMPI,small_airport,Mariposa Yosemite Airport,Mariposa, 37.5108985901,-120.040000916,USA,333,343,676,78
KMPO,small_airport,Pocono Mountains Municipal Airport,Mount Pocono, 41.137503,-75.378897,USA,524,489,1013,173
KMPV,medium_airport,Edward F Knapp State Airport,Barre/Montpelier, 44.20349884,-72.56230164,USA,15,17,32,15
KMQB,small_airport,Macomb Municipal Airport,Macomb, 40.520099639899996,-90.65239715579999,USA,1,2,3,1
KMQI,small_airport,Dare County Regional Airport,Manteo, 35.91899872,-75.69550323,USA,0,1,1,0
KMQJ,small_airport,Indianapolis Regional Airport,Indianapolis, 39.843498,-85.8971,USA,966,918,1884,321
KMQS,small_airport,Chester County G O Carlson Airport,Coatesville, 39.97900009,-75.8655014,USA,1062,1030,2092,297
KMQY,medium_airport,Smyrna Airport,Smyrna, 36.0089988708,-86.5201034546,USA,1406,797,2203,391
KMRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,Martinsburg, 39.40190125,-77.98459625,USA,505,420,925,127
